Période/Production totale nette d'électricité (en GWh)/Production nette d'électricité primaire (en GWh)/Production nette d'électricité nucléaire (en GWh)/Production nette d'électricité hydraulique (en GWh)/Production nette d'électricité éolienne (en GWh)/Production nette d'électricité photovoltaïque (en GWh)/Production nette d'électricité thermique (en GWh)/Électricité absorbée pour les pompages (en GWh)/Total des importations physiques d'électricité (en GWh)/Total des exportations physiques d'électricité (en GWh)/Consommation d'électricité primaire corrigée du climat (en GWh)
2017-06-01 00:00:00/37089.41/34423.15/26884.25/5093.803/1395.797/1049.305/2666.255/553.3515/1244.161/4698.578/30415.38
2017-07-01 00:00:00/38658.24/34728.73/28159.86/3890.391/1618.812/1059.671/3929.504/481.6882/1365.661/5945.732/29666.97
2017-08-01 00:00:00/36885.08/34244.04/28585.54/3487.928/1170.199/1000.366/2641.045/499.9621/1005.174/5587.375/29161.87
2017-09-01 00:00:00/38382.14/34756.46/29346.12/3060.024/1557.688/792.6297/3625.676/481.0494/826.655/5385.231/29716.84
2017-10-01 00:00:00/39321.12/33377.81/28054.18/2698.857/1972.362/652.4161/5943.306/684.8737/1978.73/4400.789/32511.67
2017-11-01 00:00:00/44811.24/36789.7/30334.99/3881.557/2172.294/400.8538/8021.54/591.6867/3650.993/3102.841/36294.04
2017-12-01 00:00:00/53052.62/46040.52/37383.41/5278.052/3083.784/295.2737/7012.097/682.8281/2981.779/3920.778/44523.71
2018-01-01 00:00:00/56953.47/52390.32/40790.32/7337.0/3969.0/294.0/4563.156/803.262/590.013/7880.564/47381.27
2018-02-01 00:00:00/53810.36/46825.42/36408.42/7196.0/2725.0/496.0/6984.942/488.835/2115.295/5243.434/41134.35
2018-03-01 00:00:00/52599.47/46631.03/35677.03/7132.0/3089.0/733.0/5968.443/618.272/1914.612/5308.034/41759.1
2018-04-01 00:00:00/42504.4/40695.94/30591.94/6977.0/2154.0/973.0/1808.461/680.098/647.396/6456.546/37639.4
2018-05-01 00:00:00/42503.55/41009.16/30580.16/7725.0/1599.0/1105.0/1494.394/646.704/393.404/8471.699/34674.74
2018-06-01 00:00:00/40500.54/38825.71/28621.71/7589.0/1367.0/1248.0/1674.826/542.258/208.954/7809.733/30682.68
2018-07-01 00:00:00/40986.25/37711.13/29954.13/5285.0/1078.0/1394.0/3275.129/427.95/728.095/6989.946/31021.33
2018-08-01 00:00:00/37003.37/33887.98/27290.98/3915.0/1397.0/1285.0/3115.394/505.672/1174.543/5530.006/29026.84
2018-09-01 00:00:00/38618.09/35850.98/30096.98/3037.0/1582.0/1135.0/2767.107/614.333/703.928/6308.004/29632.57
2018-10-01 00:00:00/42076.72/37765.44/31609.44/2942.0/2447.0/767.0/4311.279/680.218/1049.634/5629.964/33483.47
2018-11-01 00:00:00/46440.93/39885.68/32649.68/3986.0/2791.0/459.0/6555.249/667.989/2068.257/3992.427/38007.69
2018-12-01 00:00:00/53438.07/47971.47/38882.47/5159.0/3605.0/325.0/5466.597/655.726/1231.964/6474.628/43691.05
